id,category,title,hook,terms,youtube_check
3000,Memory & Learning,Why outlines build faster recall — And What It Does To You (in Adults),STOP: WHY OUTLINES BUILD FASTER RECALL,outlines;build;faster;recall,https://www.youtube.com/results?search_query=part+schools+never+teach+outlines+build
3001,Memory & Learning,How mistakes glue facts to the brain (in Adults),THIS CHANGES HOW MISTAKES GLUE FACTS TO THE BRAIN,mistakes;glue;facts;brain,https://www.youtube.com/results?search_query=part+schools+never+teach+mistakes+glue
3002,Sleep & Dreams,Why dreams replay yesterday's threats — Here's What Science Says (in Adults),WHY DREAMS REPLAY YESTERDAY'S THREATS?!,dreams;replay;yesterday;threats,https://www.youtube.com/results?search_query=part+schools+never+teach+dreams+replay
3003,Sleep & Dreams,What the brain cleans at3am — The Full Story (in Adults),THE TRUTH ABOUT WHAT THE BRAIN CLEANS AT3AM,what;brain;cleans,https://www.youtube.com/results?search_query=part+schools+never+teach+what+brain
3004,Sleep & Dreams,Why weekends cannot repay sleep debt (And Why It Matters) (in Adults),YOU ARE WHY WEEKENDS CANNOT REPAY SLEEP DEBT,weekends;cannot;repay;sleep,https://www.youtube.com/results?search_query=part+schools+never+teach+weekends+cannot
3005,Sleep & Dreams,How one hour shifts your whole mood: What Nobody Teaches (in Adults),SCIENCE CONFIRMS: HOW ONE HOUR SHIFTS YOUR WHOLE MOOD,hour;shifts;your;whole,https://www.youtube.com/results?search_query=part+schools+never+teach+hour+shifts
3006,Sleep & Dreams,Why nightmares keep old wounds open — The Part Schools Skip (in Adults),NEVER IGNORE WHY NIGHTMARES KEEP OLD WOUNDS OPEN,nightmares;keep;wounds;open,https://www.youtube.com/results?search_query=part+schools+never+teach+nightmares+keep
3007,Sleep & Dreams,What screens do to melatonin — Science Finally Answered (in Adults),WHAT SCREENS DO TO MELATONIN — FINAL PROOF,what;screens;melatonin,https://www.youtube.com/results?search_query=part+schools+never+teach+what+screens
3008,Sleep & Dreams,The Truth About Why lucid dreams feel like training (in Adults),STOP: WHY LUCID DREAMS FEEL LIKE TRAINING,lucid;dreams;feel;like,https://www.youtube.com/results?search_query=part+schools+never+teach+lucid+dreams
3009,Sleep & Dreams,Understanding How naps reset willpower (in Adults),THIS CHANGES HOW NAPS RESET WILLPOWER,naps;reset;willpower,https://www.youtube.com/results?search_query=part+schools+never+teach+naps+reset
3010,Sleep & Dreams,Why boring tasks appear in dreams — And What It Does To You (in Adults),WHY BORING TASKS APPEAR IN DREAMS?!,boring;tasks;appear;dreams,https://www.youtube.com/results?search_query=part+schools+never+teach+boring+tasks
3011,Sleep & Dreams,What chronic sleep loss steals first (in Adults),THE TRUTH ABOUT WHAT CHRONIC SLEEP LOSS STEALS FIRST,what;chronic;sleep;loss,https://www.youtube.com/results?search_query=part+schools+never+teach+what+chronic
3012,Fear & Anxiety,Why anxiety points at the future only — Here's What Science Says (in Adults),YOU ARE WHY ANXIETY POINTS AT THE FUTURE ONLY,anxiety;points;future;only,https://www.youtube.com/results?search_query=part+schools+never+teach+anxiety+points
3013,Fear & Anxiety,What the body does before panic — The Full Story (in Adults),SCIENCE CONFIRMS: WHAT THE BODY DOES BEFORE PANIC,what;body;does;before,https://www.youtube.com/results?search_query=part+schools+never+teach+what+body
3014,Fear & Anxiety,Why avoided fears grow louder (And Why It Matters) (in Adults),NEVER IGNORE WHY AVOIDED FEARS GROW LOUDER,avoided;fears;grow;louder,https://www.youtube.com/results?search_query=part+schools+never+teach+avoided+fears
3015,Fear & Anxiety,How breathing rewires the alarm: What Nobody Teaches (in Adults),HOW BREATHING REWIRES THE ALARM — FINAL PROOF,breathing;rewires;alarm,https://www.youtube.com/results?search_query=part+schools+never+teach+breathing+rewires
3016,Fear & Anxiety,Why uncertainty weighs more than pain — The Part Schools Skip (in Adults),STOP: WHY UNCERTAINTY WEIGHS MORE THAN PAIN,uncertainty;weighs;more;than,https://www.youtube.com/results?search_query=part+schools+never+teach+uncertainty+weighs
3017,Fear & Anxiety,What ancestors left in your startle reflex — Science Finally Answered (in Adults),THIS CHANGES WHAT ANCESTORS LEFT IN YOUR STARTLE RE,what;ancestors;left;your,https://www.youtube.com/results?search_query=part+schools+never+teach+what+ancestors
3018,Fear & Anxiety,The Truth About Why anxiety peaks before exams and flights (in Adults),WHY ANXIETY PEAKS BEFORE EXAMS?!,anxiety;peaks;before;exams,https://www.youtube.com/results?search_query=part+schools+never+teach+anxiety+peaks
3019,Fear & Anxiety,Understanding How labeling fear shrinks it (in Adults),THE TRUTH ABOUT HOW LABELING FEAR SHRINKS IT,labeling;fear;shrinks,https://www.youtube.com/results?search_query=part+schools+never+teach+labeling+fear
3020,Fear & Anxiety,Why safe risks dissolve phobias — And What It Does To You (in Adults),YOU ARE WHY SAFE RISKS DISSOLVE PHOBIAS,safe;risks;dissolve;phobias,https://www.youtube.com/results?search_query=part+schools+never+teach+safe+risks
3021,Fear & Anxiety,What muscles remember from stress (in Adults),SCIENCE CONFIRMS: WHAT MUSCLES REMEMBER FROM STRESS,what;muscles;remember;from,https://www.youtube.com/results?search_query=part+schools+never+teach+what+muscles
3022,Motivation & Willpower,Why motivation arrives after action — Here's What Science Says (in Adults),NEVER IGNORE WHY MOTIVATION ARRIVES AFTER ACTION,motivation;arrives;after;action,https://www.youtube.com/results?search_query=part+schools+never+teach+motivation+arrives
3023,Motivation & Willpower,How tiny wins automate big goals — The Full Story (in Adults),HOW TINY WINS AUTOMATE BIG GOALS — FINAL PROOF,tiny;wins;automate;goals,https://www.youtube.com/results?search_query=part+schools+never+teach+tiny+wins
3024,Motivation & Willpower,Why willpower behaves like a muscle (And Why It Matters) (in Adults),STOP: WHY WILLPOWER BEHAVES LIKE A MUSCLE,willpower;behaves;like;muscle,https://www.youtube.com/results?search_query=part+schools+never+teach+willpower+behaves
3025,Motivation & Willpower,What deadlines really do to the brain: What Nobody Teaches (in Adults),THIS CHANGES WHAT DEADLINES REALLY DO TO THE BRAIN,what;deadlines;really;brain,https://www.youtube.com/results?search_query=part+schools+never+teach+what+deadlines
3026,Motivation & Willpower,Why identity beats discipline — The Part Schools Skip (in Adults),WHY IDENTITY BEATS DISCIPLINE?!,identity;beats;discipline,https://www.youtube.com/results?search_query=part+schools+never+teach+identity+beats
3027,Motivation & Willpower,How environment beats motivation — Science Finally Answered (in Adults),THE TRUTH ABOUT HOW ENVIRONMENT BEATS MOTIVATION,environment;beats;motivation,https://www.youtube.com/results?search_query=part+schools+never+teach+environment+beats
3028,Motivation & Willpower,The Truth About Why visible progress feeds itself (in Adults),YOU ARE WHY VISIBLE PROGRESS FEEDS ITSELF,visible;progress;feeds;itself,https://www.youtube.com/results?search_query=part+schools+never+teach+visible+progress
3029,Motivation & Willpower,Understanding What excuses protect you from (in Adults),SCIENCE CONFIRMS: WHAT EXCUSES PROTECT YOU FROM,what;excuses;protect;from,https://www.youtube.com/results?search_query=part+schools+never+teach+what+excuses
3030,Motivation & Willpower,Why rest is part of effort — And What It Does To You (in Adults),NEVER IGNORE WHY REST IS PART OF EFFORT,rest;part;effort,https://www.youtube.com/results?search_query=part+schools+never+teach+rest+part
3031,Motivation & Willpower,How routines outsmart moods (in Adults),HOW ROUTINES OUTSMART MOODS — FINAL PROOF,routines;outsmart;moods,https://www.youtube.com/results?search_query=part+schools+never+teach+routines+outsmart
3032,Money & Decisions,Why the brain counts losses twice — Here's What Science Says (in Adults),STOP: WHY THE BRAIN COUNTS LOSSES TWICE,brain;counts;losses;twice,https://www.youtube.com/results?search_query=part+schools+never+teach+brain+counts
3033,Money & Decisions,How sale tags rewrite true value — The Full Story (in Adults),THIS CHANGES HOW SALE TAGS REWRITE TRUE VALUE,sale;tags;rewrite;true,https://www.youtube.com/results?search_query=part+schools+never+teach+sale+tags
3034,Money & Decisions,Why cash feels different from cards (And Why It Matters) (in Adults),WHY CASH FEELS DIFFERENT FROM CARDS?!,cash;feels;different;from,https://www.youtube.com/results?search_query=part+schools+never+teach+cash+feels
3035,Money & Decisions,What scarcity does to IQ tests: What Nobody Teaches (in Adults),THE TRUTH ABOUT WHAT SCARCITY DOES TO IQ TESTS,what;scarcity;does;tests,https://www.youtube.com/results?search_query=part+schools+never+teach+what+scarcity
3036,Money & Decisions,Why lottery math never applies — The Part Schools Skip (in Adults),YOU ARE WHY LOTTERY MATH NEVER APPLIES,lottery;math;never;applies,https://www.youtube.com/results?search_query=part+schools+never+teach+lottery+math
3037,Money & Decisions,How subscriptions hide real cost — Science Finally Answered (in Adults),SCIENCE CONFIRMS: HOW SUBSCRIPTIONS HIDE REAL COST,subscriptions;hide;real;cost,https://www.youtube.com/results?search_query=part+schools+never+teach+subscriptions+hide
3038,Money & Decisions,The Truth About Why rich feel poorer than before (in Adults),NEVER IGNORE WHY RICH FEEL POORER THAN BEFORE,rich;feel;poorer;than,https://www.youtube.com/results?search_query=part+schools+never+teach+rich+feel
3039,Money & Decisions,Understanding What status spending buys emotionally (in Adults),WHAT STATUS SPENDING BUYS EMOTIONALLY — FINAL PROOF,what;status;spending;buys,https://www.youtube.com/results?search_query=part+schools+never+teach+what+status
3040,Money & Decisions,Why budgets fail without rules — And What It Does To You (in Adults),STOP: WHY BUDGETS FAIL WITHOUT RULES,budgets;fail;without;rules,https://www.youtube.com/results?search_query=part+schools+never+teach+budgets+fail
3041,Money & Decisions,How future-you gets cheated daily (in Adults),THIS CHANGES HOW FUTURE-YOU GETS CHEATED DAILY,future;gets;cheated;daily,https://www.youtube.com/results?search_query=part+schools+never+teach+future+gets
3042,Origins & Evolution,What we really are before language existed — Here's What Science Says (in Adults),WHAT WE REALLY ARE BEFORE LANGUAGE EXI?!,what;really;before;language,https://www.youtube.com/results?search_query=explained+five+minutes+what+really+before
3043,Origins & Evolution,How single cells became human bodies — The Full Story (in Adults),THE TRUTH ABOUT HOW SINGLE CELLS BECAME HUMAN BODIES,single;cells;became;human,https://www.youtube.com/results?search_query=explained+five+minutes+single+cells+became
3044,Origins & Evolution,Why evolution kept fear but removed peace (And Why It Matters) (in Adults),YOU ARE WHY EVOLUTION KEPT FEAR BUT REMOVED PE,evolution;kept;fear;removed,https://www.youtube.com/results?search_query=explained+five+minutes+evolution+kept+fear
3045,Origins & Evolution,The first creature that learned to wait Explained in Five Minutes (in Adults),SCIENCE CONFIRMS: THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=explained+five+minutes+first+creature+that
3046,Origins & Evolution,Why bodies age but brains refuse to — The Part Schools Skip (in Adults),NEVER IGNORE WHY BODIES AGE BUT BRAINS REFUSE TO,bodies;brains;refuse,https://www.youtube.com/results?search_query=explained+five+minutes+bodies+brains+refuse
3047,Origins & Evolution,Why the human throat reshaped speech — Science Finally Answered (in Adults),WHY THE HUMAN THROAT RESHAPED SPEECH — FINAL PROOF,human;throat;reshaped;speech,https://www.youtube.com/results?search_query=explained+five+minutes+human+throat+reshaped
3048,Origins & Evolution,The Truth About What symmetry has to do with attraction (in Adults),STOP: WHAT SYMMETRY HAS TO DO,what;symmetry;with;attraction,https://www.youtube.com/results?search_query=explained+five+minutes+what+symmetry+with
3049,Origins & Evolution,Understanding Why we still carry the sea inside us (in Adults),THIS CHANGES WHY WE STILL CARRY THE SEA INSIDE US,still;carry;inside,https://www.youtube.com/results?search_query=explained+five+minutes+still+carry+inside
3050,Origins & Evolution,How walking upright rewired emotions — And What It Does To You (in Adults),HOW WALKING UPRIGHT REWIRED EMOTIONS?!,walking;upright;rewired;emotions,https://www.youtube.com/results?search_query=explained+five+minutes+walking+upright+rewired
3051,Emotions & The7 Sins,Anger and its ancient fuel Explained in Five Minutes (in Adults),THE TRUTH ABOUT ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=explained+five+minutes+anger+ancient+fuel
3052,Emotions & The7 Sins,Envy and the comparison machine Explained in Five Minutes (in Adults),YOU ARE ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=explained+five+minutes+envy+comparison+machine
3053,Emotions & The7 Sins,Greed and the never-full stomach Explained in Five Minutes (in Adults),SCIENCE CONFIRMS: GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=explained+five+minutes+greed+never+full
3054,Emotions & The7 Sins,Sloth and the energy-saving brain Explained in Five Minutes (in Adults),NEVER IGNORE SLOTH,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=explained+five+minutes+sloth+energy+saving
3055,Emotions & The7 Sins,Pride and the fragile ego shield Explained in Five Minutes (in Adults),PRIDE — FINAL PROOF,pride;fragile;shield,https://www.youtube.com/results?search_query=explained+five+minutes+pride+fragile+shield
3056,Emotions & The7 Sins,Gluttony and the reward loop Explained in Five Minutes (in Adults),STOP: GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=explained+five+minutes+gluttony+reward+loop
3057,Emotions & The7 Sins,Lust and the reproduction program Explained in Five Minutes (in Adults),THIS CHANGES LUST,lust;reproduction;program,https://www.youtube.com/results?search_query=explained+five+minutes+lust+reproduction+program
